Date,Open,High,Low,Close,Adj Close,Volume
2014-03-06,940.000000,940.000000,930.000000,930.000000,930.000000,4834
2014-03-07,931.500000,931.500000,919.500000,921.229980,921.229980,119319
2014-03-10,946.489990,972.010010,946.489990,970.020020,970.020020,15687
2014-03-11,972.000000,972.000000,908.099976,934.840027,934.840027,18369
2014-03-12,927.000000,965.000000,927.000000,965.000000,965.000000,1772
2014-03-13,935.000000,935.000000,910.000000,914.500000,914.500000,31637
2014-03-14,899.000000,905.000000,890.000000,896.500000,896.500000,10024
2014-03-18,914.000000,914.000000,912.000000,912.000000,912.000000,650
2014-03-19,900.000000,906.000000,895.000000,902.719971,902.719971,1185
2014-03-20,900.000000,972.020020,890.000000,950.239990,950.239990,31869
2014-03-21,885.510010,893.000000,883.000000,885.000000,885.000000,6814
2014-03-24,874.000000,874.000000,825.000000,847.849976,847.849976,90470
2014-03-25,864.000000,864.000000,843.340027,854.000000,854.000000,86160
2014-03-26,854.000000,854.000000,795.000000,803.070007,803.070007,45479
2014-03-27,785.000000,811.000000,765.000000,797.950012,797.950012,74504
2014-03-28,805.000000,812.989990,780.000000,785.200012,785.200012,19672
2014-03-31,794.900024,805.000000,786.000000,789.000000,789.000000,1099
2014-04-01,795.000000,818.500000,795.000000,814.640015,814.640015,45961
2014-04-02,831.000000,831.000000,819.000000,819.000000,819.000000,8279
2014-04-03,827.000000,827.000000,745.000000,781.619995,781.619995,81800
2014-04-04,780.000000,780.000000,738.000000,740.270020,740.270020,97528
2014-04-07,728.000000,755.000000,724.500000,745.000000,745.000000,44418
2014-04-08,747.000000,777.000000,744.000000,759.030029,759.030029,137528
2014-04-09,774.700012,810.989990,774.700012,810.190002,810.190002,118533
2014-04-10,811.000000,812.000000,768.000000,773.000000,773.000000,7610
2014-04-11,754.000000,788.000000,754.000000,779.820007,779.820007,1731
2014-04-14,774.000000,788.000000,757.500000,770.000000,770.000000,19940
2014-04-15,774.000000,777.000000,739.989990,777.000000,777.000000,12180
2014-04-16,751.010010,787.630005,751.010010,779.000000,779.000000,13635
2014-04-21,783.000000,795.000000,778.000000,795.000000,795.000000,22537
2014-04-22,816.000000,829.469971,800.000000,821.239990,821.239990,37275
2014-04-23,821.020020,822.000000,800.010010,803.359985,803.359985,62306
2014-04-24,839.000000,839.000000,786.000000,797.770020,797.770020,93224
2014-04-25,777.650024,784.690002,758.000000,759.369995,759.369995,8315
2014-04-28,759.799988,774.219971,718.000000,749.989990,749.989990,46950
2014-04-29,748.000000,762.000000,735.200012,762.000000,762.000000,73227
2014-04-30,755.000000,784.989990,755.000000,780.210022,780.210022,32567
2014-05-02,799.989990,799.989990,790.000000,790.000000,790.000000,1451
2014-05-05,786.000000,797.599976,786.000000,797.400024,797.400024,3222
2014-05-06,779.000000,781.000000,763.119995,763.280029,763.280029,6244
2014-05-07,750.010010,760.190002,717.820007,743.919983,743.919983,319148
2014-05-08,739.000000,757.570007,734.799988,735.309998,735.309998,11125
2014-05-09,735.000000,783.330017,734.979980,750.000000,750.000000,12226
2014-05-12,758.000000,780.000000,758.000000,777.799988,777.799988,87035
2014-05-13,778.000000,784.000000,771.000000,773.000000,773.000000,65351
2014-05-14,771.020020,781.000000,762.900024,762.900024,762.900024,45301
2014-05-15,773.000000,773.000000,747.000000,755.000000,755.000000,51734
2014-05-16,752.000000,755.000000,742.010010,755.000000,755.000000,64734
2014-05-19,757.989990,771.989990,757.989990,771.979980,771.979980,7303
2014-05-20,776.000000,777.090027,746.969971,754.010010,754.010010,156068
2014-05-21,763.000000,785.989990,763.000000,780.090027,780.090027,67168
2014-05-22,787.000000,792.000000,768.010010,777.750000,777.750000,50865
2014-05-23,780.000000,793.989990,779.099976,788.340027,788.340027,7481
2014-05-26,790.000000,793.000000,790.000000,793.000000,793.000000,550
2014-05-27,793.000000,818.000000,793.000000,817.440002,817.440002,40253
2014-05-28,817.400024,824.000000,806.000000,821.250000,821.250000,6707
2014-05-29,821.000000,822.580017,818.440002,819.000000,819.000000,16646
2014-05-30,821.500000,821.500000,806.000000,811.000000,811.000000,2236
2014-06-02,816.000000,817.000000,809.000000,817.000000,817.000000,124295
2014-06-03,817.539978,820.000000,809.200012,810.710022,810.710022,76191
2014-06-04,808.000000,823.000000,806.450012,821.000000,821.000000,6691
2014-06-05,821.099976,828.000000,813.500000,814.000000,814.000000,146477
2014-06-06,812.799988,814.450012,805.000000,806.479980,806.479980,89742
2014-06-09,815.000000,824.000000,815.000000,819.000000,819.000000,26348
2014-06-10,825.500000,858.000000,825.500000,857.169983,857.169983,210010
2014-06-11,853.739990,856.400024,848.500000,856.400024,856.400024,72724
2014-06-12,858.000000,862.140015,832.679993,833.109985,833.109985,15800
2014-06-13,836.099976,840.000000,835.150024,837.000000,837.000000,704
2014-06-16,836.000000,844.000000,832.340027,836.559998,836.559998,213656
2014-06-17,843.000000,849.039978,830.770020,844.409973,844.409973,62156
2014-06-18,842.630005,852.390015,838.979980,851.450012,851.450012,66687
2014-06-19,839.440002,844.000000,839.000000,839.000000,839.000000,8203
2014-06-20,828.719971,833.599976,826.510010,833.599976,833.599976,8218
2014-06-23,841.229980,852.500000,838.789978,851.710022,851.710022,9036
2014-06-24,856.000000,874.000000,852.270020,852.789978,852.789978,20056
2014-06-25,864.500000,877.000000,864.200012,874.679993,874.679993,11316
2014-06-26,877.000000,882.450012,872.000000,872.039978,872.039978,5088
2014-06-27,873.650024,876.789978,871.260010,874.020020,874.020020,16816
2014-06-30,877.059998,880.400024,872.739990,872.739990,872.739990,54533
2014-07-01,875.090027,884.640015,875.090027,877.210022,877.210022,2685
2014-07-02,881.200012,881.200012,861.150024,865.789978,865.789978,3395
2014-07-03,865.789978,868.000000,854.809998,860.000000,860.000000,135476
2014-07-04,860.000000,860.000000,860.000000,860.000000,860.000000,0
2014-07-07,858.000000,858.000000,848.219971,851.500000,851.500000,20162
2014-07-08,849.000000,849.000000,811.000000,814.950012,814.950012,120621
2014-07-09,825.000000,843.000000,824.799988,842.000000,842.000000,10715
2014-07-10,824.000000,845.599976,823.000000,843.200012,843.200012,196996
2014-07-11,844.799988,863.989990,844.799988,860.809998,860.809998,15025
2014-07-14,871.000000,883.000000,870.000000,882.000000,882.000000,131487
2014-07-15,881.000000,881.000000,860.409973,866.809998,866.809998,67028
2014-07-16,871.809998,873.799988,871.799988,873.400024,873.400024,3926
2014-07-17,875.000000,875.000000,860.000000,862.000000,862.000000,12173
2014-07-18,864.799988,884.000000,864.799988,884.000000,884.000000,3825
2014-07-21,884.000000,906.200012,884.000000,906.200012,906.200012,6074
2014-07-22,889.799988,900.320007,889.799988,895.270020,895.270020,28262
2014-07-23,909.390015,922.000000,907.000000,920.359985,920.359985,37380
2014-07-24,950.000000,992.400024,950.000000,973.900024,973.900024,155933
2014-07-25,999.000000,999.000000,970.429993,971.710022,971.710022,45512
2014-07-28,977.989990,980.000000,963.989990,975.799988,975.799988,32052
2014-07-29,970.700012,970.700012,962.200012,962.200012,962.200012,27599
2014-07-30,975.609985,987.599976,975.000000,981.900024,981.900024,5127
2014-07-31,975.799988,975.799988,959.820007,959.820007,959.820007,68049
2014-08-01,953.400024,962.400024,945.000000,954.919983,954.919983,92417
2014-08-04,960.000000,974.400024,959.809998,971.000000,971.000000,39137
2014-08-05,970.000000,976.000000,961.000000,966.500000,966.500000,45409
2014-08-06,968.809998,974.000000,959.599976,960.000000,960.000000,7392
2014-08-07,977.000000,977.000000,971.599976,971.599976,971.599976,4926
2014-08-08,972.000000,972.000000,966.000000,966.869995,966.869995,462
2014-08-11,970.989990,970.989990,965.000000,970.000000,970.000000,2866
2014-08-12,965.000000,965.000000,950.989990,957.409973,957.409973,2584
2014-08-13,959.000000,973.989990,959.000000,968.159973,968.159973,368068
2014-08-14,972.940002,972.940002,963.799988,972.599976,972.599976,28035
2014-08-15,971.919983,971.919983,959.000000,959.000000,959.000000,4065
2014-08-18,965.000000,976.260010,965.000000,974.000000,974.000000,12750
2014-08-19,976.260010,985.500000,976.260010,984.570007,984.570007,30604
2014-08-20,982.630005,983.010010,977.000000,982.719971,982.719971,606
2014-08-21,978.349976,981.000000,976.599976,977.909973,977.909973,24288
2014-08-22,969.809998,979.000000,969.599976,979.000000,979.000000,2071
2014-08-25,985.000000,987.400024,982.599976,986.820007,986.820007,2497
2014-08-26,981.400024,994.000000,981.400024,993.049988,993.049988,17420
2014-08-27,981.400024,982.799988,976.400024,976.400024,976.400024,547625
2014-08-28,968.460022,973.799988,966.000000,966.380005,966.380005,75577
2014-08-29,972.000000,977.000000,971.400024,976.500000,976.500000,4537
2014-09-01,976.500000,976.500000,976.500000,976.500000,976.500000,0
2014-09-02,976.500000,1005.500000,976.500000,1005.500000,1005.500000,45024
2014-09-03,1012.000000,1012.000000,991.000000,992.539978,992.539978,32168
2014-09-04,994.200012,1010.200012,994.200012,999.599976,999.599976,311212
2014-09-05,992.580017,1008.820007,989.630005,1008.320007,1008.320007,3254
2014-09-08,1010.179993,1021.900024,1010.179993,1021.900024,1021.900024,19461
2014-09-09,1030.000000,1030.300049,1009.570007,1010.010010,1010.010010,186309
2014-09-10,1015.000000,1027.000000,1015.000000,1022.099976,1022.099976,7827
2014-09-11,1025.810059,1035.000000,1017.140015,1030.689941,1030.689941,33678
2014-09-12,1034.500000,1036.000000,1021.400024,1025.349976,1025.349976,4482
2014-09-15,1007.799988,1007.799988,972.000000,989.900024,989.900024,510835
2014-09-17,1001.429993,1016.200012,1000.169983,1013.460022,1013.460022,478771
2014-09-18,1015.500000,1022.000000,1015.500000,1019.799988,1019.799988,9682
2014-09-19,1017.979980,1023.000000,1016.000000,1022.799988,1022.799988,11576
2014-09-22,1023.809998,1025.609985,1009.409973,1011.909973,1011.909973,37463
2014-09-23,1011.909973,1045.430054,1011.590027,1044.319946,1044.319946,37698
2014-09-24,1036.000000,1043.199951,1036.000000,1042.900024,1042.900024,8726
2014-09-25,1044.319946,1053.300049,1033.810059,1045.199951,1045.199951,6048
2014-09-26,1053.000000,1060.000000,1050.000000,1059.800049,1059.800049,55204
2014-09-29,1061.000000,1068.400024,1056.199951,1067.689941,1067.689941,54096
2014-09-30,1067.660034,1068.410034,1056.550049,1063.400024,1063.400024,18361
2014-10-01,1053.199951,1053.199951,1024.199951,1030.920044,1030.920044,28345
2014-10-02,1028.790039,1035.199951,1018.400024,1031.500000,1031.500000,4135
2014-10-03,1045.709961,1052.000000,1042.599976,1049.599976,1049.599976,19510
2014-10-06,1038.449951,1043.400024,1033.209961,1041.599976,1041.599976,4441
2014-10-07,1035.000000,1042.699951,1029.599976,1029.750000,1029.750000,50479
2014-10-08,1027.800049,1036.599976,1016.200012,1035.500000,1035.500000,3968
2014-10-09,1028.199951,1038.199951,1021.010010,1021.010010,1021.010010,11244
2014-10-10,1013.960022,1024.239990,981.020020,985.799988,985.799988,19312
2014-10-13,985.799988,1002.000000,976.000000,983.500000,983.500000,15753
2014-10-14,980.000000,990.500000,968.599976,983.479980,983.479980,13309
2014-10-15,970.000000,994.150024,954.099976,992.409973,992.409973,54539
2014-10-16,970.000000,990.000000,968.239990,982.960022,982.960022,7765
2014-10-17,1001.000000,1030.000000,1000.799988,1026.239990,1026.239990,18578
2014-10-20,1030.000000,1042.800049,1030.000000,1042.000000,1042.000000,19937
2014-10-21,1048.180054,1065.239990,1042.699951,1064.500000,1064.500000,22350
2014-10-22,1068.089966,1081.800049,1062.000000,1062.640015,1062.640015,11469
2014-10-23,1077.000000,1091.959961,1077.000000,1083.300049,1083.300049,26879
2014-10-24,1080.000000,1094.000000,1074.599976,1093.000000,1093.000000,3587
2014-10-27,1085.189941,1091.790039,1085.000000,1089.339966,1089.339966,26741
2014-10-28,1089.599976,1095.400024,1072.199951,1077.880005,1077.880005,166260
2014-10-29,1040.000000,1040.000000,1006.989990,1022.059998,1022.059998,221170
2014-10-30,1010.609985,1012.909973,982.049988,994.070007,994.070007,175599
2014-10-31,1005.929993,1019.049988,1005.599976,1009.989990,1009.989990,20952
2014-11-03,1013.000000,1019.400024,1002.200012,1006.400024,1006.400024,6705
2014-11-04,1018.000000,1025.810059,1010.190002,1025.810059,1025.810059,11497
2014-11-05,1039.089966,1039.199951,1011.400024,1016.159973,1016.159973,23858
2014-11-06,1021.619995,1030.170044,1018.809998,1026.319946,1026.319946,17856
2014-11-07,1023.000000,1025.000000,1021.190002,1022.400024,1022.400024,49697
2014-11-10,1010.890015,1021.000000,1010.890015,1019.599976,1019.599976,763
2014-11-11,1012.000000,1013.599976,1006.200012,1012.619995,1012.619995,9178
2014-11-12,1009.590027,1014.000000,999.989990,1013.799988,1013.799988,9326
2014-11-13,1016.000000,1016.799988,1008.190002,1008.270020,1008.270020,6815
2014-11-14,1010.320007,1012.590027,1008.809998,1012.400024,1012.400024,478
2014-11-18,1007.330017,1011.000000,1002.210022,1007.369995,1007.369995,46534
2014-11-19,1007.400024,1007.400024,999.000000,999.000000,999.000000,1459
2014-11-20,998.260010,1005.599976,998.260010,1003.789978,1003.789978,27003
2014-11-21,1005.799988,1010.599976,1004.400024,1004.599976,1004.599976,2359
2014-11-24,1010.409973,1014.789978,1010.000000,1011.000000,1011.000000,5975
2014-11-25,1023.390015,1036.199951,1023.390015,1035.410034,1035.410034,18497
2014-11-26,1040.000000,1067.400024,1040.000000,1066.510010,1066.510010,76341
2014-11-27,1075.000000,1075.000000,1075.000000,1075.000000,1075.000000,16
2014-11-28,1075.000000,1089.000000,1072.060059,1080.140015,1080.140015,15394
2014-12-01,1080.140015,1080.140015,1046.599976,1050.800049,1050.800049,36415
2014-12-02,1055.000000,1069.000000,1055.000000,1061.199951,1061.199951,13581
2014-12-03,1064.000000,1064.000000,1051.500000,1057.000000,1057.000000,4252
2014-12-04,1057.000000,1067.569946,1056.380005,1061.609985,1061.609985,65883
2014-12-05,1070.500000,1104.800049,1070.500000,1096.800049,1096.800049,17553
2014-12-08,1107.000000,1108.000000,1087.000000,1097.199951,1097.199951,6529
2014-12-09,1085.400024,1104.810059,1084.000000,1104.810059,1104.810059,7115
2014-12-10,1107.400024,1124.500000,1107.400024,1118.989990,1118.989990,610
2014-12-11,1129.979980,1155.000000,1129.979980,1145.589966,1145.589966,28364
2014-12-15,1155.000000,1155.000000,1145.000000,1145.000000,1145.000000,330
2014-12-16,1145.699951,1147.219971,1102.000000,1102.000000,1102.000000,62776
2014-12-17,1099.000000,1122.979980,1092.000000,1122.979980,1122.979980,2423
2014-12-18,1132.000000,1139.000000,1132.000000,1139.000000,1139.000000,685
2014-12-19,1148.959961,1172.000000,1148.959961,1165.920044,1165.920044,21690
2014-12-22,1175.000000,1200.000000,1175.000000,1193.400024,1193.400024,10016
2014-12-23,1200.000000,1200.000000,1186.630005,1194.229980,1194.229980,47015
2014-12-24,1193.000000,1198.390015,1191.829956,1191.829956,1191.829956,401
2014-12-26,1191.829956,1192.040039,1185.209961,1190.000000,1190.000000,5847
2014-12-29,1185.829956,1185.829956,1175.810059,1185.069946,1185.069946,8342
2014-12-30,1178.000000,1178.000000,1166.209961,1169.000000,1169.000000,11946
2014-12-31,1175.500000,1175.500000,1161.989990,1164.599976,1164.599976,488
2015-01-02,1164.599976,1164.599976,1154.599976,1160.380005,1160.380005,646
2015-01-05,1160.380005,1175.000000,1151.839966,1151.839966,1151.839966,701
2015-01-06,1148.959961,1149.000000,1124.500000,1140.000000,1140.000000,87348
2015-01-07,1140.000000,1141.939941,1116.800049,1120.189941,1120.189941,7017
2015-01-08,1120.189941,1149.000000,1120.189941,1148.170044,1148.170044,31710
2015-01-09,1150.000000,1150.000000,1132.000000,1134.209961,1134.209961,2188
2015-01-12,1126.660034,1128.010010,1119.349976,1119.349976,1119.349976,39928
2015-01-13,1134.479980,1135.900024,1109.400024,1116.000000,1116.000000,3917
2015-01-14,1112.800049,1115.000000,1106.000000,1106.000000,1106.000000,124
2015-01-15,1100.000000,1100.000000,1077.989990,1078.790039,1078.790039,1613
2015-01-16,1086.000000,1098.000000,1086.000000,1093.599976,1093.599976,1880
2015-01-19,1093.599976,1093.599976,1093.599976,1093.599976,1093.599976,0
2015-01-20,1098.000000,1118.000000,1098.000000,1118.000000,1118.000000,15752
2015-01-21,1111.500000,1138.400024,1111.500000,1133.000000,1133.000000,22951
2015-01-22,1130.000000,1138.189941,1124.000000,1137.239990,1137.239990,19973
2015-01-23,1131.390015,1143.800049,1131.390015,1143.000000,1143.000000,2691
2015-01-26,1133.800049,1137.400024,1131.599976,1131.599976,1131.599976,253
2015-01-27,1115.000000,1115.000000,1108.550049,1109.930054,1109.930054,9607
2015-01-28,1128.040039,1139.199951,1116.780029,1128.390015,1128.390015,30647
2015-01-29,1122.000000,1153.599976,1105.930054,1150.930054,1150.930054,131130
2015-01-30,1155.000000,1170.000000,1135.000000,1135.010010,1135.010010,72652
2015-02-03,1108.599976,1111.000000,1092.000000,1106.010010,1106.010010,5998
2015-02-04,1120.000000,1131.000000,1120.000000,1130.000000,1130.000000,11495
2015-02-05,1116.209961,1118.650024,1114.000000,1118.199951,1118.199951,7623
2015-02-06,1118.500000,1119.800049,1105.500000,1105.699951,1105.699951,10400
2015-02-09,1103.290039,1107.689941,1101.099976,1106.000000,1106.000000,3157
2015-02-10,1115.000000,1126.000000,1115.000000,1126.000000,1126.000000,6808
2015-02-11,1133.109985,1158.000000,1133.109985,1158.000000,1158.000000,6030
2015-02-12,1141.199951,1141.199951,1133.800049,1134.209961,1134.209961,773
2015-02-13,1145.000000,1145.000000,1125.000000,1128.089966,1128.089966,2774
2015-02-16,1128.089966,1128.089966,1128.089966,1128.089966,1128.089966,0
2015-02-17,1132.000000,1144.000000,1125.000000,1127.000000,1127.000000,1611
2015-02-18,1145.000000,1145.099976,1135.199951,1135.199951,1135.199951,20461
2015-02-19,1160.500000,1197.500000,1160.000000,1194.500000,1194.500000,49629
2015-02-20,1197.000000,1207.000000,1194.000000,1200.560059,1200.560059,22238
2015-02-23,1204.000000,1204.000000,1184.390015,1184.390015,1184.390015,6990
2015-02-24,1184.000000,1198.790039,1167.900024,1171.119995,1171.119995,4739
2015-02-25,1193.000000,1194.010010,1186.000000,1186.089966,1186.089966,5954
2015-02-26,1200.000000,1215.000000,1195.199951,1205.000000,1205.000000,5891
2015-02-27,1208.000000,1214.900024,1172.410034,1177.189941,1177.189941,9277
2015-03-02,1181.979980,1197.589966,1181.979980,1196.010010,1196.010010,18926
2015-03-03,1191.609985,1194.000000,1177.000000,1191.599976,1191.599976,27546
2015-03-04,1199.199951,1220.000000,1199.199951,1218.709961,1218.709961,3845
2015-03-05,1220.400024,1243.000000,1220.400024,1232.410034,1232.410034,6073
2015-03-06,1232.000000,1250.000000,1232.000000,1238.410034,1238.410034,22603
2015-03-09,1223.099976,1229.989990,1218.500000,1227.500000,1227.500000,7675
2015-03-10,1220.000000,1220.000000,1213.500000,1214.359985,1214.359985,20834
2015-03-11,1211.000000,1220.000000,1200.000000,1200.010010,1200.010010,8667
2015-03-12,1205.000000,1219.989990,1203.609985,1219.989990,1219.989990,25920
2015-03-13,1250.000000,1250.000000,1208.199951,1208.209961,1208.209961,784
2015-03-17,1222.000000,1228.800049,1219.510010,1222.810059,1222.810059,219
2015-03-18,1221.000000,1242.000000,1221.000000,1226.089966,1226.089966,11015
2015-03-19,1249.000000,1271.000000,1248.989990,1268.750000,1268.750000,15404
2015-03-20,1265.000000,1272.689941,1258.400024,1260.069946,1260.069946,61584
2015-03-23,1253.209961,1272.000000,1249.000000,1260.670044,1260.670044,16935
2015-03-24,1280.000000,1286.000000,1272.699951,1274.589966,1274.589966,3232
2015-03-25,1272.699951,1272.699951,1246.000000,1246.000000,1246.000000,7164
2015-03-26,1235.000000,1264.000000,1235.000000,1261.400024,1261.400024,1945
2015-03-27,1263.599976,1271.400024,1261.400024,1270.300049,1270.300049,3621
2015-03-30,1268.800049,1269.000000,1264.890015,1267.510010,1267.510010,640
2015-03-31,1270.089966,1274.000000,1263.000000,1263.000000,1263.000000,1088
2015-04-01,1231.109985,1235.989990,1228.579956,1228.579956,1228.579956,3245
2015-04-06,1213.069946,1236.000000,1200.000000,1235.989990,1235.989990,11566
2015-04-07,1231.209961,1241.650024,1227.609985,1228.989990,1228.989990,47836
2015-04-08,1232.000000,1233.000000,1221.800049,1228.989990,1228.989990,36052
2015-04-09,1230.000000,1235.569946,1230.000000,1235.569946,1235.569946,21118
2015-04-10,1247.000000,1248.430054,1240.000000,1245.000000,1245.000000,2044
2015-04-13,1265.000000,1283.000000,1265.000000,1278.000000,1278.000000,4361
2015-04-14,1261.000000,1276.589966,1261.000000,1276.589966,1276.589966,1595
2015-04-15,1271.390015,1277.890015,1258.390015,1262.510010,1262.510010,2886
2015-04-16,1260.000000,1260.000000,1246.709961,1250.000000,1250.000000,9612
2015-04-17,1245.500000,1245.500000,1234.650024,1237.589966,1237.589966,5292
2015-04-20,1266.000000,1282.500000,1266.000000,1280.310059,1280.310059,13849
2015-04-21,1292.000000,1304.199951,1287.000000,1294.069946,1294.069946,35384
2015-04-22,1302.589966,1314.300049,1294.790039,1307.709961,1307.709961,20759
2015-04-23,1291.000000,1313.000000,1267.900024,1268.390015,1268.390015,42254
2015-04-24,1268.390015,1273.989990,1254.000000,1254.000000,1254.000000,40017
2015-04-27,1276.000000,1276.000000,1254.510010,1260.000000,1260.000000,19453
2015-04-28,1240.000000,1248.010010,1231.000000,1231.000000,1231.000000,4869
2015-04-29,1219.510010,1240.000000,1215.650024,1225.209961,1225.209961,4919
2015-04-30,1228.810059,1228.810059,1204.800049,1208.109985,1208.109985,17145
2015-05-04,1207.550049,1227.550049,1207.550049,1218.030029,1218.030029,34531
2015-05-05,1216.000000,1216.000000,1186.010010,1191.829956,1191.829956,21185
2015-05-06,1176.469971,1201.199951,1176.469971,1194.010010,1194.010010,7643
2015-05-07,1195.000000,1206.000000,1195.000000,1202.000000,1202.000000,16856
